deployment_project_reference,datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id
TNC,OTN-Global,HC017-VR2W-104564-1,OTN-GlobalTNCHC017-VR2W-104564-1,VEMCO,VR2W,104564,48.56319,-53.89178,2010-12-17T18:50:00Z,2011-05-03T19:47:00Z,TNC,ManmadePlatform,TNC_HC017
TNC,OTN-Global,HC017-VR2W-104564-2,OTN-GlobalTNCHC017-VR2W-104564-2,VEMCO,VR2W,104564,48.56326,-53.89181,2011-11-09T16:45:00Z,1900-01-01T00:00:00Z,TNC,ManmadePlatform,TNC_HC017
TNC,OTN-Global,HC012-VR2W-104566-1,OTN-GlobalTNCHC012-VR2W-104566-1,VEMCO,VR2W,104566,48.56496,-53.88817,2011-05-03T21:30:00Z,2011-11-09T16:27:00Z,TNC,ManmadePlatform,TNC_HC012
TNC,OTN-Global,HC012-VR2W-104566-2,OTN-GlobalTNCHC012-VR2W-104566-2,VEMCO,VR2W,104566,48.56496,-53.88814,2011-11-09T16:27:00Z,2012-11-13T21:57:00Z,TNC,ManmadePlatform,TNC_HC012
TNC,OTN-Global,HC016-VR2W-104566-1,OTN-GlobalTNCHC016-VR2W-104566-1,VEMCO,VR2W,104566,48.56514,-53.88809,2010-10-06T16:45:00Z,2010-10-07T14:37:00Z,TNC,ManmadePlatform,TNC_HC016
TNC,OTN-Global,HC016-VR2W-104566-2,OTN-GlobalTNCHC016-VR2W-104566-2,VEMCO,VR2W,104566,48.56514,-53.88809,2010-10-07T14:49:00Z,2010-11-01T23:56:00Z,TNC,ManmadePlatform,TNC_HC016
TNC,OTN-Global,HC016-VR2W-104566-3,OTN-GlobalTNCHC016-VR2W-104566-3,VEMCO,VR2W,104566,48.56511,-53.88809,2010-11-02T00:04:00Z,2011-05-03T21:10:00Z,TNC,ManmadePlatform,TNC_HC016
TNC,OTN-Global,NS003-VR2W-104567-1,OTN-GlobalTNCNS003-VR2W-104567-1,VEMCO,VR2W,104567,48.58658333,-53.85997,2010-11-17T23:57:00Z,2012-11-15T04:00:00Z,TNC,ManmadePlatform,TNC_NS003
TNC,OTN-Global,HC018-VR2W-105543-4,OTN-GlobalTNCHC018-VR2W-105543-4,VEMCO,VR2W,105543,48.56384,-53.89306,2010-12-17T17:57:00Z,2011-05-03T21:55:00Z,TNC,ManmadePlatform,TNC_HC018
TNC,OTN-Global,HC018-VR2W-105543-5,OTN-GlobalTNCHC018-VR2W-105543-5,VEMCO,VR2W,105543,48.56387,-53.89304,2011-05-03T22:12:00Z,2011-11-09T16:55:00Z,TNC,ManmadePlatform,TNC_HC018
TNC,OTN-Global,HC018-VR2W-105543-7,OTN-GlobalTNCHC018-VR2W-105543-7,VEMCO,VR2W,105543,48.56389,-53.893,2011-11-09T16:55:00Z,2012-11-13T21:02:00Z,TNC,ManmadePlatform,TNC_HC018
TNC,OTN-Global,HC018-VR2W-105543-1,OTN-GlobalTNCHC018-VR2W-105543-1,VEMCO,VR2W,105543,48.56386,-53.89308,2010-10-06T17:32:00Z,2010-12-17T17:56:00Z,TNC,ManmadePlatform,TNC_HC018
TNC,OTN-Global,HC001-VR2W-107619-1,OTN-GlobalTNCHC001-VR2W-107619-1,VEMCO,VR2W,107619,48.56132,-53.891,2010-10-06T18:05:00Z,2010-10-07T16:27:00Z,TNC,ManmadePlatform,TNC_HC001
TNC,OTN-Global,HC001-VR2W-107619-2,OTN-GlobalTNCHC001-VR2W-107619-2,VEMCO,VR2W,107619,48.56132,-53.891,2010-10-07T16:31:00Z,2010-11-01T20:43:00Z,TNC,ManmadePlatform,TNC_HC001
TNC,OTN-Global,HC001-VR2W-107619-3,OTN-GlobalTNCHC001-VR2W-107619-3,VEMCO,VR2W,107619,48.56132,-53.891,2010-11-01T21:30:00Z,2011-05-03T18:36:00Z,TNC,ManmadePlatform,TNC_HC001
TNC,OTN-Global,HC001-VR2W-107619-4,OTN-GlobalTNCHC001-VR2W-107619-4,VEMCO,VR2W,107619,48.56134,-53.89107,2011-11-08T22:05:00Z,2012-11-13T19:45:00Z,TNC,ManmadePlatform,TNC_HC001
TNC,OTN-Global,HC003-VR2W-107619-5,OTN-GlobalTNCHC003-VR2W-107619-5,VEMCO,VR2W,107619,48.56225,-53.89145,2011-05-03T19:10:00Z,2011-11-08T22:05:00Z,TNC,ManmadePlatform,TNC_HC003
TNC,OTN-Global,BC005-VR2W-108140-1,OTN-GlobalTNCBC005-VR2W-108140-1,VEMCO,VR2W,108140,48.58685,-53.91396,2011-11-23T19:32:00Z,2012-06-19T20:07:00Z,TNC,ManmadePlatform,TNC_BC005
TNC,OTN-Global,BC005-VR2W-108140-2,OTN-GlobalTNCBC005-VR2W-108140-2,VEMCO,VR2W,108140,48.58682,-53.91396,2012-06-19T20:37:00Z,2012-11-15T17:26:00Z,TNC,ManmadePlatform,TNC_BC005
TNC,OTN-Global,HC002-VR2W-108453-1,OTN-GlobalTNCHC002-VR2W-108453-1,VEMCO,VR2W,108453,48.56202,-53.88988,2010-10-06T17:59:00Z,2010-10-07T16:11:00Z,TNC,ManmadePlatform,TNC_HC002
TNC,OTN-Global,HC002-VR2W-108453-2,OTN-GlobalTNCHC002-VR2W-108453-2,VEMCO,VR2W,108453,48.56202,-53.88988,2010-10-07T16:15:00Z,2010-11-01T21:34:00Z,TNC,ManmadePlatform,TNC_HC002
TNC,OTN-Global,HC002-VR2W-108453-3,OTN-GlobalTNCHC002-VR2W-108453-3,VEMCO,VR2W,108453,48.56195,-53.88981,2010-11-01T21:49:00Z,2011-05-03T19:16:00Z,TNC,ManmadePlatform,TNC_HC002
TNC,OTN-Global,HC002-VR2W-108453-4,OTN-GlobalTNCHC002-VR2W-108453-4,VEMCO,VR2W,108453,48.56197,-53.88979,2011-05-03T19:51:00Z,2011-11-08T22:44:00Z,TNC,ManmadePlatform,TNC_HC002
TNC,OTN-Global,HC002-VR2W-108453-5,OTN-GlobalTNCHC002-VR2W-108453-5,VEMCO,VR2W,108453,48.56196,-53.88983,2011-11-08T22:44:00Z,2012-11-13T19:53:00Z,TNC,ManmadePlatform,TNC_HC002
TNC,OTN-Global,HC010-VR2W-108459-1,OTN-GlobalTNCHC010-VR2W-108459-1,VEMCO,VR2W,108459,48.56484,-53.89081,2011-11-08T23:38:00Z,2012-11-13T21:26:00Z,TNC,ManmadePlatform,TNC_HC010
TNC,OTN-Global,HC014-VR2W-108459-1,OTN-GlobalTNCHC014-VR2W-108459-1,VEMCO,VR2W,108459,48.56492,-53.89076,2010-12-17T16:46:00Z,2011-05-03T21:46:00Z,TNC,ManmadePlatform,TNC_HC014
TNC,OTN-Global,HC014-VR2W-108459-2,OTN-GlobalTNCHC014-VR2W-108459-2,VEMCO,VR2W,108459,48.56488,-53.89077,2011-05-03T22:05:00Z,2011-11-08T23:38:00Z,TNC,ManmadePlatform,TNC_HC014
TNC,OTN-Global,HC015-VR2W-108459-1,OTN-GlobalTNCHC015-VR2W-108459-1,VEMCO,VR2W,108459,48.56501,-53.89086,2010-10-06T16:36:00Z,2010-10-07T14:52:00Z,TNC,ManmadePlatform,TNC_HC015
TNC,OTN-Global,HC015-VR2W-108459-2,OTN-GlobalTNCHC015-VR2W-108459-2,VEMCO,VR2W,108459,48.56501,-53.89086,2010-10-07T15:02:00Z,2010-11-01T23:29:00Z,TNC,ManmadePlatform,TNC_HC015
TNC,OTN-Global,HC015-VR2W-108459-3,OTN-GlobalTNCHC015-VR2W-108459-3,VEMCO,VR2W,108459,48.56501,-53.89086,2010-11-01T23:39:00Z,2010-12-17T16:46:00Z,TNC,ManmadePlatform,TNC_HC015
TNC,OTN-Global,BC002-VR2W-109285-1,OTN-GlobalTNCBC002-VR2W-109285-1,VEMCO,VR2W,109285,48.58401,-53.91685,2011-11-09T14:45:00Z,2012-06-19T19:59:00Z,TNC,ManmadePlatform,TNC_BC002
TNC,OTN-Global,BC002-VR2W-109285-2,OTN-GlobalTNCBC002-VR2W-109285-2,VEMCO,VR2W,109285,48.584,-53.91701,2012-06-19T19:59:00Z,2012-11-15T17:59:00Z,TNC,ManmadePlatform,TNC_BC002
TNC,OTN-Global,SP002-VR2W-109285-1,OTN-GlobalTNCSP002-VR2W-109285-1,VEMCO,VR2W,109285,48.57915,-53.9213,2010-11-18T00:23:00Z,2011-11-09T14:45:00Z,TNC,ManmadePlatform,TNC_SP002
TNC,OTN-Global,HC003-VR2W-109528-1,OTN-GlobalTNCHC003-VR2W-109528-1,VEMCO,VR2W,109528,48.56219,-53.89139,2010-10-06T17:53:00Z,2010-10-07T16:18:00Z,TNC,ManmadePlatform,TNC_HC003
TNC,OTN-Global,HC003-VR2W-109528-2,OTN-GlobalTNCHC003-VR2W-109528-2,VEMCO,VR2W,109528,48.56219,-53.89139,2010-10-07T16:24:00Z,2010-11-01T21:05:00Z,TNC,ManmadePlatform,TNC_HC003
TNC,OTN-Global,HC003-VR2W-109528-3,OTN-GlobalTNCHC003-VR2W-109528-3,VEMCO,VR2W,109528,48.56219,-53.89139,2010-11-01T21:20:00Z,2010-12-17T06:39:00Z,TNC,ManmadePlatform,TNC_HC003
TNC,OTN-Global,HC003-VR2W-109528-6,OTN-GlobalTNCHC003-VR2W-109528-6,VEMCO,VR2W,109528,48.56221,-53.89142,2011-05-03T20:21:00Z,2012-06-18T06:22:00Z,TNC,ManmadePlatform,TNC_HC003
TNC,OTN-Global,HC003-VR2W-109528-7,OTN-GlobalTNCHC003-VR2W-109528-7,VEMCO,VR2W,109528,48.56225,-53.89145,2012-06-18T06:23:00Z,2012-11-13T20:08:00Z,TNC,ManmadePlatform,TNC_HC003
TNC,OTN-Global,HC003-VR2W-109528-4,OTN-GlobalTNCHC003-VR2W-109528-4,VEMCO,VR2W,109528,48.5622,-53.89143,2010-12-17T06:40:00Z,2011-05-03T18:46:00Z,TNC,ManmadePlatform,TNC_HC003
TNC,OTN-Global,BC001-VR2W-109529-1,OTN-GlobalTNCBC001-VR2W-109529-1,VEMCO,VR2W,109529,48.5831,-58.91239,2011-11-09T19:28:00Z,2012-06-19T16:41:00Z,TNC,ManmadePlatform,TNC_BC001
TNC,OTN-Global,BC001-VR2W-109529-2,OTN-GlobalTNCBC001-VR2W-109529-2,VEMCO,VR2W,109529,48.58382,-53.91239,2012-06-19T17:18:00Z,2012-11-15T17:44:00Z,TNC,ManmadePlatform,TNC_BC001
TNC,OTN-Global,Cannings Pt South-VR2W-109530-1,OTN-GlobalTNCCannings Pt South-VR2W-109530-1,VEMCO,VR2W,109530,48.56605,-53.93652,2010-11-17T23:21:00Z,2012-11-15T22:55:00Z,TNC,ManmadePlatform,TNC_Cannings Pt South
TNC,OTN-Global,BC003-VR2W-109531-1,OTN-GlobalTNCBC003-VR2W-109531-1,VEMCO,VR2W,109531,48.58572,-53.92142,2011-11-09T16:56:00Z,2012-11-15T21:45:00Z,TNC,ManmadePlatform,TNC_BC003
TNC,OTN-Global,New Bridge-VR2W-109531-1,OTN-GlobalTNCNew Bridge-VR2W-109531-1,VEMCO,VR2W,109531,48.58414,-53.9238,2010-11-18T00:17:00Z,2011-11-09T15:50:00Z,TNC,ManmadePlatform,TNC_New Bridge
TNC,OTN-Global,BC008-VR2W-109532-1,OTN-GlobalTNCBC008-VR2W-109532-1,VEMCO,VR2W,109532,48.58813,-53.91712,2011-11-09T19:46:00Z,2011-11-10T15:20:00Z,TNC,ManmadePlatform,TNC_BC008
TNC,OTN-Global,BC008-VR2W-109532-3,OTN-GlobalTNCBC008-VR2W-109532-3,VEMCO,VR2W,109532,48.58819,-53.91716,2012-06-19T18:50:00Z,2012-11-14T00:48:00Z,TNC,ManmadePlatform,TNC_BC008
TNC,OTN-Global,CC002-VR2W-109532-1,OTN-GlobalTNCCC002-VR2W-109532-1,VEMCO,VR2W,109532,48.57095,-53.9213,2010-11-17T23:28:00Z,2011-11-09T14:10:00Z,TNC,ManmadePlatform,TNC_CC002
TNC,OTN-Global,BC008-VR2W-109532-2,OTN-GlobalTNCBC008-VR2W-109532-2,VEMCO,VR2W,109532,48.58818,-53.91714,2011-11-10T15:21:00Z,2012-06-19T18:10:00Z,TNC,ManmadePlatform,TNC_BC008
TNC,OTN-Global,BC007-VR2W-115262-1,OTN-GlobalTNCBC007-VR2W-115262-1,VEMCO,VR2W,115262,48.58768,-53.91483,2011-11-23T19:27:00Z,2012-06-19T20:22:00Z,TNC,ManmadePlatform,TNC_BC007
TNC,OTN-Global,BC007-VR2W-115262-2,OTN-GlobalTNCBC007-VR2W-115262-2,VEMCO,VR2W,115262,48.58773,-53.91481,2012-06-19T21:03:00Z,2012-11-15T17:04:00Z,TNC,ManmadePlatform,TNC_BC007
TNC,OTN-Global,BC009-VR2W-115263-1,OTN-GlobalTNCBC009-VR2W-115263-1,VEMCO,VR2W,115263,48.58876,-53.91464,2011-11-23T19:40:00Z,2012-06-19T17:45:00Z,TNC,ManmadePlatform,TNC_BC009
TNC,OTN-Global,BC009-VR2W-115263-2,OTN-GlobalTNCBC009-VR2W-115263-2,VEMCO,VR2W,115263,48.58877,-53.9147,2012-06-19T17:59:00Z,2012-11-13T17:26:00Z,TNC,ManmadePlatform,TNC_BC009
TNS,OTN-Global,Canningc Point South-VR2-6666-1,OTN-GlobalTNSCanningc Point South-VR2-6666-1,VEMCO,VR2,6666,48.56598,-53.93643,2007-10-22T03:00:00Z,2008-01-08T04:00:00Z,TNS,ManmadePlatform,TNS_Canningc Point South
TNS,OTN-Global,Minchins Head-VR2-6670-1,OTN-GlobalTNSMinchins Head-VR2-6670-1,VEMCO,VR2,6670,48.57547,-53.86992,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_Minchins Head
TNS,OTN-Global,Bermuda Beach-VR2-6672-1,OTN-GlobalTNSBermuda Beach-VR2-6672-1,VEMCO,VR2,6672,48.57008,-53.95263,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_Bermuda Beach
TNS,OTN-Global,Saltons Brook-VR2-6673-1,OTN-GlobalTNSSaltons Brook-VR2-6673-1,VEMCO,VR2,6673,48.57746,-53.94506,2007-10-22T03:00:00Z,1900-01-01T00:00:00Z,TNS,ManmadePlatform,TNS_Saltons Brook
TNS,OTN-Global,Big Brook-VR2-6674-1,OTN-GlobalTNSBig Brook-VR2-6674-1,VEMCO,VR2,6674,48.55422,-53.96255,2007-10-22T03:00:00Z,2008-01-08T04:00:00Z,TNS,ManmadePlatform,TNS_Big Brook
TNS,OTN-Global,Hefferens-VR2-6677-1,OTN-GlobalTNSHefferens-VR2-6677-1,VEMCO,VR2,6677,48.56602,-53.93612,2007-10-22T03:00:00Z,2008-01-08T04:00:00Z,TNS,ManmadePlatform,TNS_Hefferens
TNS,OTN-Global,Saltons point-VR2-6678-1,OTN-GlobalTNSSaltons point-VR2-6678-1,VEMCO,VR2,6678,48.57915,-53.93415,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_Saltons point
TNS,OTN-Global,Narrows-VR2-6679-1,OTN-GlobalTNSNarrows-VR2-6679-1,VEMCO,VR2,6679,48.57917,-53.91214,2007-10-22T03:00:00Z,2008-01-08T04:00:00Z,TNS,ManmadePlatform,TNS_Narrows
TNS,OTN-Global,New Bridge-VR2-6681-1,OTN-GlobalTNSNew Bridge-VR2-6681-1,VEMCO,VR2,6681,48.58414,-53.92376,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_New Bridge
TNS,OTN-Global,Cannings Cove-VR2-7892-1,OTN-GlobalTNSCannings Cove-VR2-7892-1,VEMCO,VR2,7892,48.57095,-53.92126,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_Cannings Cove
TNS,OTN-Global,dockside-VR2-7893-1,OTN-GlobalTNSdockside-VR2-7893-1,VEMCO,VR2,7893,48.56283,-53.96089,2007-10-22T03:00:00Z,2008-01-08T04:00:00Z,TNS,ManmadePlatform,TNS_dockside
TNS,OTN-Global,Buckleys Cove-VR2-7895-1,OTN-GlobalTNSBuckleys Cove-VR2-7895-1,VEMCO,VR2,7895,48.58898,-53.91328,2007-10-22T03:00:00Z,2008-01-08T04:00:00Z,TNS,ManmadePlatform,TNS_Buckleys Cove
TNS,OTN-Global,Big Brook East-VR2-7896-1,OTN-GlobalTNSBig Brook East-VR2-7896-1,VEMCO,VR2,7896,48.55484,-53.94924,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_Big Brook East
TNS,OTN-Global,North Side 3-VR2-7897-1,OTN-GlobalTNSNorth Side 3-VR2-7897-1,VEMCO,VR2,7897,48.58673,-53.85992,2007-10-22T03:00:00Z,2008-01-08T04:00:00Z,TNS,ManmadePlatform,TNS_North Side 3
TNS,OTN-Global,Mt. Stamford-VR2W-100391-1,OTN-GlobalTNSMt. Stamford-VR2W-100391-1,VEMCO,VR2W,100391,48.5658,-53.89419,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_Mt. Stamford
TNS,OTN-Global,Minchins Cove-VR2W-100392-1,OTN-GlobalTNSMinchins Cove-VR2W-100392-1,VEMCO,VR2W,100392,48.56545,-53.87923,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_Minchins Cove
TNS,OTN-Global,South Broad Cove-VR2W-100394-1,OTN-GlobalTNSSouth Broad Cove-VR2W-100394-1,VEMCO,VR2W,100394,48.57186,-53.84996,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_South Broad Cove
TNS,OTN-Global,North Side 2-VR2W-100395-1,OTN-GlobalTNSNorth Side 2-VR2W-100395-1,VEMCO,VR2W,100395,48.58621,-53.87473,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_North Side 2
TNS,OTN-Global,North Side 1-VR2W-100397-1,OTN-GlobalTNSNorth Side 1-VR2W-100397-1,VEMCO,VR2W,100397,48.58524,-53.89288,2007-10-22T03:00:00Z,2008-01-07T04:00:00Z,TNS,ManmadePlatform,TNS_North Side 1
V2LANG,OTN-Global,VR2LANG-BT016-VR2W-106592-3,OTN-GlobalV2LANGVR2LANG-BT016-VR2W-106592-3,VEMCO,VR2W,106592,-16.65521,11.80138,2015-07-18T14:16:00Z,2016-07-05T11:50:00Z,V2LANG,ManmadePlatform,V2LANG_BT016
V2LANG,OTN-Global,VR2LANG-FS002-VR2W-106592-2,OTN-GlobalV2LANGVR2LANG-FS002-VR2W-106592-2,VEMCO,VR2W,106592,-15.60129,11.98757,2014-06-04T16:00:00Z,2015-07-03T11:42:00Z,V2LANG,ManmadePlatform,V2LANG_FS002
V2LANG,OTN-Global,VR2LANG-BT001-VR2W-106599-3,OTN-GlobalV2LANGVR2LANG-BT001-VR2W-106599-3,VEMCO,VR2W,106599,-16.54423,11.72969,2015-07-17T14:03:00Z,2016-07-05T17:13:00Z,V2LANG,ManmadePlatform,V2LANG_BT001
V2LANG,OTN-Global,VR2LANG-FN001-VR2W-106599-1,OTN-GlobalV2LANGVR2LANG-FN001-VR2W-106599-1,VEMCO,VR2W,106599,-15.41789,12.02736,2013-09-24T11:23:00Z,2014-06-09T14:57:00Z,V2LANG,ManmadePlatform,V2LANG_FN001
V2LANG,OTN-Global,VR2LANG-FN001-VR2W-106599-2,OTN-GlobalV2LANGVR2LANG-FN001-VR2W-106599-2,VEMCO,VR2W,106599,-15.41786,12.02734,2014-06-12T14:43:00Z,2015-07-04T13:12:00Z,V2LANG,ManmadePlatform,V2LANG_FN001
V2LANG,OTN-Global,V2LANG-F006-106599-4,OTN-GlobalV2LANGV2LANG-F006-106599-4,VEMCO,VR2W,106599,-15.50655,12.01152,2016-07-08T16:43:00Z,1900-01-01T00:00:00Z,V2LANG,ManmadePlatform,V2LANG_F006
V2LANG,OTN-Global,VR2LANG-BT002-VR2W-106601-3,OTN-GlobalV2LANGVR2LANG-BT002-VR2W-106601-3,VEMCO,VR2W,106601,-16.54415,11.74098,2015-07-17T14:42:00Z,2016-07-05T17:45:00Z,V2LANG,ManmadePlatform,V2LANG_BT002
V2LANG,OTN-Global,VR2LANG-FN002-VR2W-106601-1,OTN-GlobalV2LANGVR2LANG-FN002-VR2W-106601-1,VEMCO,VR2W,106601,-15.41788,12.02025,2013-09-24T11:29:00Z,2014-06-09T16:04:00Z,V2LANG,ManmadePlatform,V2LANG_FN002
V2LANG,OTN-Global,VR2LANG-FN002-VR2W-106601-2,OTN-GlobalV2LANGVR2LANG-FN002-VR2W-106601-2,VEMCO,VR2W,106601,-15.41786,12.02026,2014-06-12T15:15:00Z,2015-07-04T16:22:00Z,V2LANG,ManmadePlatform,V2LANG_FN002
V2LANG,OTN-Global,V2LANG-F003-106601-4,OTN-GlobalV2LANGV2LANG-F003-106601-4,VEMCO,VR2W,106601,-15.47155,12.02582,2016-07-08T12:48:00Z,1900-01-01T00:00:00Z,V2LANG,ManmadePlatform,V2LANG_F003
V2LANG,OTN-Global,VR2LANG-FN001-VR2W-106608-3,OTN-GlobalV2LANGVR2LANG-FN001-VR2W-106608-3,VEMCO,VR2W,106608,-15.41783,12.02732,2015-07-24T12:24:00Z,2016-06-27T15:20:00Z,V2LANG,ManmadePlatform,V2LANG_FN001
V2LANG,OTN-Global,VR2LANG-FN003-VR2W-106608-1,OTN-GlobalV2LANGVR2LANG-FN003-VR2W-106608-1,VEMCO,VR2W,106608,-15.41791,12.01306,2013-09-24T11:37:00Z,2014-06-10T16:09:00Z,V2LANG,ManmadePlatform,V2LANG_FN003
V2LANG,OTN-Global,VR2LANG-TO001-VR2W-106608-2,OTN-GlobalV2LANGVR2LANG-TO001-VR2W-106608-2,VEMCO,VR2W,106608,-15.78804,11.84556,2014-06-13T18:48:00Z,2015-07-19T10:00:00Z,V2LANG,ManmadePlatform,V2LANG_TO001
V2LANG,OTN-Global,V2LANG-BT001-106608-4,OTN-GlobalV2LANGV2LANG-BT001-106608-4,VEMCO,VR2W,106608,-16.54418,11.72968,2016-07-05T12:40:00Z,1900-01-01T00:00:00Z,V2LANG,ManmadePlatform,V2LANG_BT001
V2LANG,OTN-Global,VR2LANG-FN003-VR2W-106610-3,OTN-GlobalV2LANGVR2LANG-FN003-VR2W-106610-3,VEMCO,VR2W,106610,-15.41783,12.02028,2015-07-24T12:00:00Z,2016-06-27T13:45:00Z,V2LANG,ManmadePlatform,V2LANG_FN003
V2LANG,OTN-Global,VR2LANG-FN004-VR2W-106610-1,OTN-GlobalV2LANGVR2LANG-FN004-VR2W-106610-1,VEMCO,VR2W,106610,-15.4179,12.00193,2013-09-24T11:55:00Z,2014-06-10T13:41:00Z,V2LANG,ManmadePlatform,V2LANG_FN004
V2LANG,OTN-Global,VR2LANG-TO002-VR2W-106610-2,OTN-GlobalV2LANGVR2LANG-TO002-VR2W-106610-2,VEMCO,VR2W,106610,-15.79808,11.84563,2014-06-13T18:39:00Z,2015-07-16T20:19:00Z,V2LANG,ManmadePlatform,V2LANG_TO002
V2LANG,OTN-Global,V2LANG-BT003-106610-4,OTN-GlobalV2LANGV2LANG-BT003-106610-4,VEMCO,VR2W,106610,-16.5442,11.7522,2016-07-05T18:12:00Z,1900-01-01T00:00:00Z,V2LANG,ManmadePlatform,V2LANG_BT003
V2LANG,OTN-Global,VR2LANG-BT015-VR2W-106611-3,OTN-GlobalV2LANGVR2LANG-BT015-VR2W-106611-3,VEMCO,VR2W,106611,-16.65516,11.78248,2015-07-18T13:44:00Z,2016-07-05T12:16:00Z,V2LANG,ManmadePlatform,V2LANG_BT015
V2LANG,OTN-Global,VR2LANG-FS001-VR2W-106611-2,OTN-GlobalV2LANGVR2LANG-FS001-VR2W-106611-2,VEMCO,VR2W,106611,-15.60132,11.99882,2014-06-04T13:11:00Z,2015-07-02T12:25:00Z,V2LANG,ManmadePlatform,V2LANG_FS001
V2LANG,OTN-Global,VR2LANG-BT004-VR2W-106615-3,OTN-GlobalV2LANGVR2LANG-BT004-VR2W-106615-3,VEMCO,VR2W,106615,-16.5442,11.76352,2015-07-17T15:54:00Z,2016-07-05T18:50:00Z,V2LANG,ManmadePlatform,V2LANG_BT004
V2LANG,OTN-Global,VR2LANG-F002-VR2W-106615-1,OTN-GlobalV2LANGVR2LANG-F002-VR2W-106615-1,VEMCO,VR2W,106615,-15.4442,12.01339,2013-09-24T14:42:00Z,2014-06-09T17:28:00Z,V2LANG,ManmadePlatform,V2LANG_F002
V2LANG,OTN-Global,VR2LANG-FN004-VR2W-106615-2,OTN-GlobalV2LANGVR2LANG-FN004-VR2W-106615-2,VEMCO,VR2W,106615,-15.41791,12.00195,2014-06-12T15:36:00Z,2015-07-04T15:44:00Z,V2LANG,ManmadePlatform,V2LANG_FN004
V2LANG,OTN-Global,V2LANG-EB001-106615-4,OTN-GlobalV2LANGV2LANG-EB001-106615-4,VEMCO,VR2W,106615,-15.62945,11.9908,2016-07-08T19:01:00Z,1900-01-01T00:00:00Z,V2LANG,ManmadePlatform,V2LANG_EB001
V2LANG,OTN-Global,VR2LANG-BT007-VR2W-106616-3,OTN-GlobalV2LANGVR2LANG-BT007-VR2W-106616-3,VEMCO,VR2W,106616,-16.54415,11.7975,2015-07-18T08:29:00Z,2016-07-05T09:43:00Z,V2LANG,ManmadePlatform,V2LANG_BT007
V2LANG,OTN-Global,VR2LANG-F003-VR2W-106616-1,OTN-GlobalV2LANGVR2LANG-F003-VR2W-106616-1,VEMCO,VR2W,106616,-15.47155,12.02582,2013-09-24T14:17:00Z,2014-06-05T11:55:00Z,V2LANG,ManmadePlatform,V2LANG_F003
V2LANG,OTN-Global,VR2LANG-F003-VR2W-106616-2,OTN-GlobalV2LANGVR2LANG-F003-VR2W-106616-2,VEMCO,VR2W,106616,-15.47161,12.02587,2014-06-08T14:35:00Z,2015-07-05T12:24:00Z,V2LANG,ManmadePlatform,V2LANG_F003
V2LANG,OTN-Global,VR2LANG-BT008-VR2W-109137-3,OTN-GlobalV2LANGVR2LANG-BT008-VR2W-109137-3,VEMCO,VR2W,109137,-16.54418,11.80496,2015-07-18T08:32:00Z,2016-07-05T10:05:00Z,V2LANG,ManmadePlatform,V2LANG_BT008
V2LANG,OTN-Global,VR2LANG-F004-VR2W-109137-1,OTN-GlobalV2LANGVR2LANG-F004-VR2W-109137-1,VEMCO,VR2W,109137,-15.47154,12.0125,2013-09-24T14:08:00Z,2014-06-04T12:55:00Z,V2LANG,ManmadePlatform,V2LANG_F004
V2LANG,OTN-Global,VR2LANG-F004-VR2W-109137-2,OTN-GlobalV2LANGVR2LANG-F004-VR2W-109137-2,VEMCO,VR2W,109137,-15.47157,12.0125,2014-06-08T14:53:00Z,2015-07-05T13:24:00Z,V2LANG,ManmadePlatform,V2LANG_F004
V2LANG,OTN-Global,V2LANG-FN001-109137-4,OTN-GlobalV2LANGV2LANG-FN001-109137-4,VEMCO,VR2W,109137,-15.41789,12.02736,2016-07-08T13:39:00Z,1900-01-01T00:00:00Z,V2LANG,ManmadePlatform,V2LANG_FN001
V2LANG,OTN-Global,VR2LANG-BT009-VR2W-110134-3,OTN-GlobalV2LANGVR2LANG-BT009-VR2W-110134-3,VEMCO,VR2W,110134,-16.54404,11.66616,2015-07-18T09:55:00Z,2016-07-05T15:15:00Z,V2LANG,ManmadePlatform,V2LANG_BT009
V2LANG,OTN-Global,VR2LANG-F005-VR2W-110134-1,OTN-GlobalV2LANGVR2LANG-F005-VR2W-110134-1,VEMCO,VR2W,110134,-15.506588,12.02299,2013-09-24T13:54:00Z,2014-06-05T11:20:00Z,V2LANG,ManmadePlatform,V2LANG_F005
